overall,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_reflexes
73,52,47,69,73,47,61.0,42,42,70,70,60,54,55,67,61,36,72,60,74,39,69,74,49,52,44,62,76,75,13,13,15,7
73,31,71,76,60,69,68.0,44,61,41,70,74,72,62,70,65,77,80,78,90,65,83,23,74,56,68,68,32,13,10,11,6,15
73,37,23,76,55,26,44.0,25,26,52,50,54,67,32,67,55,53,69,66,84,33,76,75,30,41,40,69,76,73,6,15,10,7
73,57,38,71,64,41,56.0,55,44,64,66,51,52,43,76,53,55,82,76,83,43,84,70,51,38,38,69,72,70,10,9,10,7
73,64,67,64,73,63,74.0,69,67,71,75,81,78,74,69,68,75,70,73,71,72,54,59,70,75,55,80,52,42,8,9,12,8
73,32,75,71,66,66,71.0,55,40,64,71,82,74,74,68,69,75,85,69,74,67,40,21,74,57,68,71,23,18,12,11,11,9
73,74,63,37,73,61,74.0,67,72,64,74,76,79,72,70,77,77,49,72,70,68,64,64,70,72,44,62,66,59,7,11,10,7
73,73,64,52,74,68,70.0,77,76,72,74,55,57,68,71,76,77,83,90,66,77,65,69,66,74,60,70,71,61,10,14,8,15
73,47,18,75,63,32,62.0,49,23,57,67,72,73,68,68,49,50,88,79,73,26,77,73,56,43,36,62,75,74,12,14,14,9
73,50,77,75,60,69,63.0,54,39,45,66,58,72,51,68,45,79,70,81,86,72,61,28,77,55,59,67,29,22,7,8,12,14
73,78,40,62,73,31,67.0,42,37,71,70,77,74,69,66,66,73,75,75,71,74,64,70,68,69,42,67,69,67,12,11,10,8
73,33,30,75,52,18,53.0,28,31,60,48,66,67,67,69,52,49,82,77,80,30,70,75,33,29,37,64,79,76,11,13,9,7
73,71,70,67,69,71,73.0,79,66,68,72,80,75,80,70,73,80,71,71,86,74,72,35,70,68,65,72,29,28,16,10,6,7
73,58,35,65,77,35,66.0,39,35,67,68,63,55,59,70,65,67,80,80,73,52,83,70,59,68,37,73,71,68,13,14,10,12
73,65,70,45,71,66,75.0,66,59,69,77,76,78,79,67,68,74,66,71,70,68,35,37,70,70,76,59,35,29,13,8,13,13
73,38,35,72,65,26,59.0,44,27,62,65,63,61,61,57,59,61,83,74,77,33,78,74,50,38,41,63,76,75,10,9,12,15
73,76,64,53,63,64,74.0,74,65,59,71,91,91,76,66,64,78,61,76,69,71,33,19,64,60,54,63,25,24,15,12,16,14
73,69,64,45,81,48,72.0,68,64,79,78,69,69,70,69,58,59,71,76,76,63,65,61,71,77,61,66,64,59,13,11,10,12
73,75,39,49,70,41,69.0,39,32,63,71,85,86,73,67,70,49,80,72,65,38,62,68,56,48,39,58,72,71,10,13,10,12
73,70,68,49,74,53,76.0,73,75,69,76,80,68,85,72,82,70,65,54,48,65,50,50,74,70,71,60,32,31,8,10,7,11
73,68,60,64,75,50,71.0,58,41,72,73,65,66,66,74,56,75,69,77,78,71,84,73,68,73,57,76,71,69,16,13,7,14
73,40,39,72,68,31,57.0,34,42,58,58,62,60,65,74,63,48,81,73,74,37,68,73,44,44,49,67,79,74,15,13,11,9
73,66,53,74,69,60,69.0,64,50,64,72,76,77,72,70,62,70,79,80,75,65,77,72,66,67,57,70,70,68,7,7,15,16
73,72,58,49,80,48,71.0,83,74,78,77,63,66,70,75,64,80,52,82,62,70,58,65,54,76,59,69,58,57,12,10,14,9
73,60,32,74,72,33,66.0,31,34,64,64,70,72,73,71,71,66,87,69,71,21,74,80,54,52,46,73,73,71,14,6,8,15
73,67,72,59,71,59,71.0,65,69,69,71,76,79,77,69,71,69,70,81,59,75,55,77,75,75,69,59,75,68,11,14,10,14
73,65,74,68,71,72,72.0,68,62,61,72,75,74,74,78,73,70,69,76,69,67,69,45,82,64,71,75,48,46,8,7,13,8
73,75,71,74,67,73,72.0,57,57,65,69,81,86,78,72,69,78,83,82,80,69,87,53,69,69,59,67,49,47,8,7,10,15
73,73,62,56,70,64,72.0,59,49,66,72,78,83,71,72,71,72,56,89,70,65,72,67,67,65,51,71,65,60,11,11,7,9
73,45,35,75,65,42,57.0,38,35,63,65,55,55,57,69,70,49,80,68,78,32,71,72,48,38,69,64,76,71,10,14,10,13
73,56,76,81,70,70,66.0,52,39,58,66,66,70,75,70,63,74,82,79,80,69,82,30,79,68,85,74,28,20,6,10,8,9
73,72,70,62,73,70,73.0,70,69,66,73,73,72,69,76,67,75,69,67,64,69,63,54,74,72,68,69,50,40,9,9,11,14
73,63,24,70,62,28,57.0,29,30,57,60,55,64,50,66,40,60,66,66,74,26,79,76,30,47,44,63,78,74,11,11,14,14
73,71,46,70,73,55,70.0,70,69,70,73,71,71,67,73,62,66,63,74,59,54,68,70,59,56,48,67,72,71,14,9,7,14
73,70,67,62,71,74,76.0,64,46,62,76,76,77,78,70,75,84,84,73,66,74,68,42,72,73,58,75,37,40,13,11,9,7
73,67,51,74,66,43,63.0,45,30,60,65,70,65,67,65,65,65,77,58,77,39,78,73,49,39,44,66,75,73,15,13,10,12
73,66,44,68,66,40,64.0,33,22,57,68,75,73,72,71,78,71,87,74,69,57,70,70,36,26,38,71,76,75,7,9,12,14
73,69,45,54,65,51,69.0,58,37,68,65,92,85,84,69,86,74,80,82,73,67,64,69,55,49,45,69,70,69,15,8,9,9
73,69,56,71,72,54,68.0,70,37,74,71,67,68,64,75,64,67,75,73,79,59,74,71,63,69,56,65,73,70,13,15,8,14
73,77,66,60,75,63,75.0,80,76,74,77,73,68,74,69,76,75,78,76,62,70,60,61,67,79,78,73,62,53,10,12,13,10
73,65,70,74,73,72,71.0,53,48,69,71,73,76,76,74,76,68,90,92,75,73,84,70,73,71,72,71,70,68,13,16,12,14
73,27,30,81,60,32,52.0,27,28,60,60,51,54,43,71,53,42,83,73,83,22,69,72,33,50,41,53,70,71,8,10,13,10
73,74,42,62,59,40,63.0,66,41,62,67,79,88,75,62,60,74,89,79,73,52,77,68,49,50,46,61,68,70,7,8,13,10
73,36,28,78,57,36,41.0,35,40,57,48,55,60,32,61,72,68,66,72,85,36,79,77,35,39,57,64,74,70,10,15,6,7
73,30,75,76,61,68,68.0,55,44,52,73,67,68,56,71,43,76,54,70,90,65,67,34,75,58,65,65,28,23,8,10,12,8
73,72,59,67,74,55,69.0,71,71,72,75,62,62,59,68,63,79,74,70,76,75,80,74,65,65,67,71,71,69,11,11,7,11
73,61,41,75,62,26,58.0,35,29,70,62,68,78,48,64,36,68,71,73,95,48,84,70,28,45,46,65,72,72,14,15,11,13
73,66,67,46,68,61,73.0,72,47,62,70,81,81,79,68,79,71,75,89,67,64,77,51,72,73,66,67,62,57,16,10,9,14
73,70,69,49,74,59,74.0,67,69,69,74,75,72,73,70,73,72,80,81,67,67,77,65,71,76,54,75,64,59,9,15,14,9
73,65,72,58,67,56,72.0,54,37,69,72,81,85,70,71,69,66,81,66,69,58,38,27,73,69,43,60,41,35,9,13,15,14
73,61,52,67,73,53,70.0,68,46,73,72,71,70,69,67,74,74,71,90,78,62,79,68,65,62,54,70,72,72,10,13,16,15
73,65,75,57,75,69,75.0,65,64,74,75,77,71,80,67,82,68,54,69,60,73,42,56,72,69,66,72,68,55,8,7,8,7
73,74,53,59,71,60,71.0,72,70,65,71,75,74,72,74,72,79,66,74,61,70,68,69,70,67,45,65,71,73,11,13,16,6
73,62,27,67,70,59,61.0,34,34,60,61,84,83,73,68,66,52,64,90,78,25,77,70,54,58,39,55,68,70,15,18,16,12
73,41,52,75,61,49,53.0,29,40,51,60,67,67,53,72,59,52,91,71,79,41,74,77,61,34,32,55,72,66,14,10,9,7
73,73,70,69,73,71,70.0,72,43,68,73,76,73,65,64,51,75,70,72,81,66,74,42,78,70,68,68,45,34,13,16,11,14
73,55,36,74,66,38,54.0,50,36,56,61,74,72,69,71,55,58,71,74,75,45,76,71,37,53,31,56,75,73,7,13,6,6
73,54,75,75,69,75,69.0,65,45,45,71,64,63,67,74,66,78,70,64,76,71,62,18,75,52,59,68,21,18,9,13,7,6
73,67,41,62,65,45,71.0,62,39,59,64,91,91,81,71,70,69,70,73,84,58,65,70,68,51,53,67,73,71,6,10,8,8
73,76,47,54,69,56,71.0,71,78,59,69,79,78,73,59,74,69,56,91,59,69,76,68,69,59,70,62,69,68,9,11,11,7
73,72,45,65,69,53,69.0,74,69,60,71,71,73,66,71,69,76,73,76,75,68,70,73,64,70,43,65,72,70,10,9,15,10
73,65,58,64,77,60,74.0,64,58,76,77,67,63,65,72,67,70,56,64,59,67,68,72,69,73,64,66,69,63,12,6,15,8
73,64,56,63,72,46,68.0,64,70,69,70,69,67,67,71,71,73,72,85,77,66,81,72,48,58,68,68,73,70,9,15,14,8
73,69,67,52,76,65,73.0,70,67,73,76,72,70,72,67,73,76,46,75,63,72,58,65,67,76,67,75,66,60,7,14,10,16
73,78,62,30,67,57,75.0,73,69,54,73,89,85,89,67,76,60,59,71,51,61,35,30,60,73,53,66,48,31,11,7,10,14
73,43,23,76,67,30,59.0,31,24,62,66,52,52,55,75,64,45,83,67,76,31,67,74,37,44,37,73,75,73,15,7,15,11
73,59,56,66,77,51,71.0,52,43,74,77,68,64,69,73,65,65,72,83,75,63,64,69,59,73,48,73,67,66,14,11,6,8
73,69,53,65,67,40,68.0,58,45,52,68,73,73,72,66,67,48,68,85,79,39,69,70,70,52,45,62,74,70,7,13,6,15
73,73,64,56,68,59,73.0,74,64,66,72,86,85,83,68,71,69,74,84,47,62,70,64,63,70,42,69,62,62,15,8,13,14
73,64,59,45,77,52,72.0,66,63,74,73,76,77,72,72,78,67,58,92,76,63,63,69,67,74,58,74,66,62,14,11,16,8
73,29,33,76,70,35,54.0,30,37,64,64,64,68,62,70,48,50,60,78,82,28,78,74,35,47,49,66,74,72,6,7,6,8
73,62,62,84,73,55,71.0,56,48,72,73,69,67,65,75,68,65,82,91,74,60,81,72,73,69,49,73,75,66,13,14,10,13
73,60,74,74,64,69,70.0,48,62,65,70,79,78,73,71,58,76,83,70,82,68,71,36,74,57,71,63,54,41,15,14,7,10
73,41,79,76,56,73,66.0,34,35,44,68,74,80,60,66,56,74,80,62,85,62,77,19,76,50,68,68,21,24,14,10,9,10
73,48,58,60,80,68,69.0,55,52,73,73,66,64,60,70,66,78,55,66,74,73,79,73,56,70,60,72,68,62,10,13,7,11
73,75,56,47,60,51,74.0,54,47,39,75,85,82,78,71,78,59,34,81,59,47,51,63,63,47,57,59,73,71,11,12,11,7
73,75,61,59,75,59,71.0,83,73,69,73,76,71,75,72,71,87,80,76,81,65,82,70,75,73,49,77,70,72,9,11,8,10
73,71,46,56,71,57,70.0,67,67,67,71,70,69,71,73,71,76,80,77,65,70,76,73,60,63,58,66,71,68,10,15,12,15
73,59,68,64,72,53,74.0,62,59,64,76,65,54,69,74,59,74,77,87,76,72,71,69,69,73,61,73,73,69,16,11,11,14
73,42,77,74,63,57,70.0,33,28,43,75,62,67,71,64,47,76,82,72,84,68,67,33,76,58,58,62,22,24,12,10,11,12
73,55,51,66,66,56,62.0,53,56,66,63,63,62,57,72,81,70,70,84,75,51,80,76,53,65,59,70,75,80,11,9,7,13
73,64,62,64,76,59,71.0,68,52,70,69,74,69,70,68,70,77,67,67,74,66,75,73,63,64,50,70,71,75,8,10,10,12
73,69,68,63,76,68,77.0,73,68,73,79,78,73,74,73,78,72,82,88,64,74,68,71,65,64,67,71,68,61,8,7,9,8
73,67,66,58,73,74,75.0,76,65,70,75,79,77,79,75,81,75,39,72,56,70,40,39,70,75,70,65,45,40,15,14,12,12
73,63,46,58,77,40,72.0,57,48,75,77,62,65,75,75,65,65,53,78,65,57,73,67,55,69,51,74,69,68,13,14,12,14
73,68,65,70,73,60,73.0,68,47,73,74,76,76,75,70,74,81,77,77,66,77,61,73,59,73,65,74,74,74,11,15,14,6
73,70,41,55,72,42,70.0,45,41,70,70,90,90,82,68,77,72,70,80,67,67,68,70,60,68,55,64,70,65,8,11,10,15
73,50,78,71,70,67,71.0,61,35,59,75,69,68,72,71,65,73,59,74,75,69,60,33,77,65,69,75,21,19,14,12,11,7
73,73,69,32,70,43,75.0,67,68,65,74,83,76,85,71,79,75,71,72,40,57,36,27,70,65,69,59,26,28,6,9,10,14
73,78,56,58,67,56,72.0,80,76,59,68,79,79,80,69,84,78,71,84,60,69,75,63,59,53,39,70,66,72,15,12,12,7
73,60,70,65,63,64,74.0,51,75,69,72,90,91,84,62,70,87,81,76,81,74,36,35,73,69,61,73,30,25,14,8,15,10
73,66,54,46,71,48,74.0,65,60,68,69,80,78,76,70,76,62,63,75,71,77,53,48,72,74,51,66,55,50,9,10,12,13
73,47,23,73,57,37,53.0,35,30,52,58,49,49,56,72,47,51,85,80,85,23,76,72,38,36,45,57,74,74,14,12,6,11
73,75,73,68,76,71,77.0,80,76,74,78,68,67,77,76,75,77,67,75,57,74,66,46,76,77,81,65,33,28,14,9,8,15
73,64,60,51,77,50,69.0,66,51,72,70,62,66,65,72,66,70,64,87,71,68,75,67,62,71,55,69,70,65,14,8,11,7
73,15,30,71,60,15,49.0,18,23,62,60,60,48,47,72,44,33,77,86,77,18,75,76,22,20,28,68,76,73,9,16,6,9
73,72,40,59,72,48,69.0,62,35,56,72,69,69,68,69,59,60,70,65,70,42,69,74,56,53,38,63,72,75,9,14,14,8
73,70,70,32,69,60,79.0,60,49,58,78,87,80,85,64,77,72,40,66,54,42,34,42,68,54,55,56,44,27,8,15,11,11
73,62,68,75,65,73,73.0,58,55,53,75,75,72,75,76,68,75,81,65,68,72,81,51,78,67,74,76,54,38,8,6,11,6
73,71,57,58,75,56,75.0,73,71,72,75,76,77,78,70,69,71,70,77,68,69,65,63,70,73,53,69,61,58,8,11,9,13
73,69,69,49,77,40,75.0,69,73,73,72,70,76,84,67,84,57,69,70,56,68,40,24,69,75,70,67,46,50,10,14,6,16
73,71,73,59,69,49,73.0,42,41,68,74,79,73,77,65,62,63,68,69,61,58,47,33,73,72,58,67,25,31,6,12,12,8
73,58,68,60,74,58,70.0,66,64,72,73,69,68,67,75,74,76,59,88,79,65,73,72,66,73,53,71,69,64,8,15,12,11
73,71,71,50,74,65,74.0,85,80,79,78,60,60,63,70,71,78,45,60,70,75,55,39,71,77,76,79,45,40,13,14,14,13
73,55,43,44,68,49,65.0,53,55,60,65,78,77,74,70,88,65,80,84,70,50,88,75,52,53,51,72,77,74,16,13,14,6
73,54,73,69,69,70,73.0,54,42,59,74,69,75,67,72,68,73,72,73,79,66,65,22,74,65,70,68,25,22,9,15,14,10
73,48,42,80,65,35,54.0,52,53,64,58,59,63,53,70,59,45,88,72,78,35,75,73,56,55,35,64,74,71,15,10,12,14
73,67,67,46,73,65,81.0,75,70,68,76,73,72,88,71,90,68,66,65,44,67,65,35,70,70,67,79,47,35,8,12,12,9
73,41,44,72,70,39,65.0,52,29,64,72,50,48,49,67,52,59,55,81,81,38,69,76,53,64,40,75,75,74,9,10,12,7
73,69,67,50,76,67,76.0,68,55,74,75,70,71,89,76,80,75,67,74,63,70,68,68,70,74,55,74,67,59,6,15,15,8
73,52,76,76,65,73,69.0,52,48,52,71,59,65,69,68,71,80,74,67,92,57,76,19,77,54,66,71,23,22,16,14,15,15
73,71,70,59,75,68,72.0,59,36,63,71,88,85,83,69,69,72,64,54,65,66,49,50,73,67,59,69,59,46,12,6,15,7
73,74,59,63,74,33,71.0,59,29,67,75,69,74,65,72,65,64,66,80,71,32,68,63,62,61,43,68,70,72,12,12,9,9
73,70,59,39,77,60,74.0,70,67,75,74,76,76,86,69,72,78,58,90,61,72,76,49,70,75,70,63,59,54,8,8,7,11
73,65,58,44,72,62,78.0,72,72,67,78,78,75,87,68,67,63,40,78,62,54,42,55,63,75,64,71,45,40,11,9,15,9
73,67,70,59,67,65,74.0,67,59,66,72,82,83,82,71,67,71,65,71,67,65,65,37,75,68,65,77,49,48,8,12,12,7
73,71,70,54,72,68,73.0,69,61,63,74,77,79,65,69,76,71,52,71,83,74,36,21,72,66,67,67,21,16,8,12,7,13
73,73,66,48,67,66,75.0,75,64,58,75,78,72,83,70,70,76,85,63,61,73,67,36,71,77,70,65,41,39,8,7,16,13
73,75,52,54,70,47,74.0,65,70,69,72,92,86,78,60,73,70,67,69,66,67,30,31,63,66,61,65,25,24,7,13,15,13
73,67,72,58,72,62,72.0,73,70,67,74,83,87,75,72,68,76,75,58,71,62,68,59,73,66,44,66,54,44,14,6,11,11
73,61,59,58,72,44,73.0,51,43,67,72,81,74,78,72,74,51,69,84,68,54,79,71,68,70,46,71,74,74,15,14,12,14
73,72,68,43,72,44,75.0,46,47,61,72,78,79,77,66,57,58,48,74,57,68,37,36,63,72,52,71,35,34,14,12,10,15
73,67,64,47,67,45,76.0,45,35,56,72,92,93,83,65,74,63,38,76,75,50,34,25,66,63,49,63,38,27,15,13,9,13
73,62,74,69,59,63,74.0,55,43,42,65,90,87,86,82,79,75,82,78,66,65,53,26,69,73,58,65,26,21,13,12,14,9
73,42,47,76,59,33,49.0,29,25,56,48,62,72,56,72,36,42,70,74,88,49,61,74,45,42,34,62,76,72,8,11,15,8
73,69,79,55,68,65,73.0,64,66,62,71,80,80,74,67,73,78,65,81,76,75,64,33,74,68,68,75,33,25,6,15,15,6
73,70,68,59,72,63,77.0,81,65,70,77,80,74,80,73,72,81,60,71,70,72,57,62,76,74,55,80,70,64,8,14,16,13
73,68,72,59,74,67,73.0,72,66,68,76,73,71,73,67,72,77,60,71,75,72,55,49,72,70,64,68,50,45,7,13,8,10
73,74,51,57,70,34,71.0,58,44,59,69,77,76,74,68,74,68,59,77,68,59,82,68,65,44,45,71,73,67,9,14,6,11
73,43,37,64,75,49,66.0,50,54,66,68,65,64,74,64,71,67,69,70,70,40,88,76,53,59,45,64,74,78,9,14,8,11
73,73,39,62,69,47,69.0,62,58,67,69,71,69,68,71,61,69,65,71,70,58,70,70,62,65,35,68,73,72,8,12,10,8
73,69,57,61,70,45,74.0,50,35,67,71,77,76,80,71,77,59,61,79,75,57,83,71,73,65,41,73,71,67,13,8,9,8
73,71,71,59,74,76,73.0,75,67,68,75,76,75,74,68,76,70,64,82,72,73,57,62,73,71,68,64,59,55,15,12,6,11
73,65,67,58,65,52,77.0,72,38,50,74,91,92,93,73,91,73,70,73,37,67,46,41,70,64,66,71,22,20,7,7,13,12
73,29,25,78,73,37,54.0,42,36,60,61,55,58,33,65,52,54,80,90,70,39,85,73,51,46,43,66,74,70,10,15,15,14
73,64,70,65,73,59,75.0,57,42,65,77,75,75,77,67,74,73,56,76,76,65,57,37,72,73,70,76,39,27,12,8,13,13
73,63,50,76,75,48,71.0,63,67,75,75,55,67,66,75,83,75,59,79,68,70,82,73,68,72,47,65,67,66,7,11,12,14
73,68,64,32,78,53,76.0,66,63,76,78,74,79,76,66,67,71,63,72,68,72,65,70,58,75,57,73,67,61,7,6,13,12
73,70,70,64,74,74,74.0,72,75,75,74,69,68,71,70,58,81,69,76,78,80,80,68,71,68,77,72,65,60,13,10,10,14
73,69,71,66,66,69,74.0,67,56,62,73,74,78,65,74,67,78,55,74,84,62,81,49,74,66,44,71,51,58,11,11,10,16
73,73,77,52,70,58,72.0,59,62,63,74,81,76,74,68,78,69,69,63,48,61,59,55,74,73,64,70,38,30,14,8,6,9
73,58,76,73,60,63,71.0,65,44,54,72,74,76,70,67,70,74,82,83,82,71,70,24,75,55,65,66,42,37,13,11,10,14
73,74,32,50,75,28,75.0,64,66,64,73,76,69,78,75,84,76,68,70,63,65,76,76,70,54,42,64,71,68,7,10,8,7
73,66,40,55,61,45,72.0,39,39,55,70,86,88,77,69,69,43,70,76,67,41,72,72,61,53,45,58,72,69,12,9,15,9
73,76,72,45,76,67,75.0,78,81,75,77,68,64,73,71,76,86,70,76,71,80,50,50,73,76,75,76,56,48,5,12,8,10
73,66,28,72,73,37,63.0,37,23,62,62,73,75,71,69,69,73,72,74,75,44,73,69,60,54,35,72,77,75,10,10,5,11
73,68,68,53,70,45,78.0,59,49,64,78,81,81,80,68,66,63,55,75,61,65,55,47,64,67,54,68,47,50,8,14,9,14
73,67,59,70,71,62,64.0,69,44,72,65,79,78,78,72,66,70,81,83,84,61,81,71,55,67,58,76,73,76,14,12,7,12
73,65,63,40,71,60,77.0,53,66,70,78,81,76,88,63,86,61,51,88,55,52,50,50,66,64,62,68,58,50,14,9,12,13
73,67,75,32,70,49,79.0,71,73,64,78,80,80,83,70,67,77,58,60,58,75,37,23,63,61,45,62,33,31,11,7,9,6
73,69,70,74,69,69,77.0,76,75,68,81,67,72,72,71,56,81,69,64,73,75,57,36,72,72,72,71,36,32,7,15,10,12
73,68,75,50,71,59,74.0,66,55,62,72,85,85,79,65,77,70,75,70,46,56,53,56,70,59,64,62,53,50,7,11,6,12
73,54,25,73,62,26,58.0,28,22,53,63,61,66,36,74,62,40,82,66,76,25,65,76,29,58,36,70,72,72,10,8,12,7
73,49,79,68,65,67,73.0,67,56,50,76,67,64,65,76,59,76,70,62,70,74,36,19,75,67,77,68,24,21,11,10,12,13
73,61,55,70,74,51,72.0,60,51,69,73,71,75,71,70,70,64,70,77,74,58,70,70,68,67,53,72,72,70,9,12,14,6
73,66,43,62,64,45,72.0,59,34,56,71,91,92,79,71,73,50,81,92,62,38,65,67,67,56,41,75,68,66,9,8,12,15
73,41,41,76,66,54,51.0,53,40,70,55,41,41,34,64,35,72,65,63,87,41,87,72,32,43,48,64,74,66,7,16,12,14
73,49,43,73,53,44,54.0,43,45,71,63,69,77,64,73,43,57,52,41,84,51,71,69,37,47,75,70,76,74,11,8,10,9
73,62,59,25,77,64,70.0,62,52,72,71,73,77,71,74,61,72,58,92,69,70,77,72,66,68,65,67,70,68,9,15,11,16
73,70,43,55,71,34,70.0,43,39,66,68,77,73,71,71,75,37,67,68,63,29,53,72,54,60,47,55,74,73,12,11,6,8
73,68,40,58,65,40,69.0,65,45,66,69,84,72,79,77,75,64,82,75,64,51,77,71,48,46,55,69,73,71,11,14,11,15
73,56,52,58,74,42,64.0,44,60,72,64,65,61,65,71,58,58,78,79,75,50,71,75,62,57,58,72,72,68,12,9,9,16
73,74,57,71,75,55,74.0,81,76,73,75,71,65,75,78,59,71,61,68,73,75,54,54,73,75,69,72,29,21,9,8,8,12
73,38,32,73,69,33,61.0,41,35,63,66,59,64,51,68,64,52,74,68,77,32,74,72,39,53,44,67,75,74,10,10,12,12
73,69,53,65,74,53,64.0,66,71,69,71,58,61,59,66,46,81,52,86,78,75,74,74,56,56,74,73,72,65,10,9,13,9
73,72,40,59,68,49,62.0,64,40,53,57,79,77,69,67,74,55,75,88,54,48,41,67,40,40,38,63,68,73,10,15,9,12
73,67,41,67,72,52,60.0,61,71,71,61,71,72,66,66,66,63,53,78,70,52,82,77,51,66,72,62,73,72,10,9,13,8
73,76,45,69,74,55,67.0,61,62,71,72,63,68,75,71,76,53,62,64,59,51,54,59,51,61,63,64,77,75,14,8,7,7
73,63,69,58,80,55,72.0,77,68,78,78,69,58,68,71,74,81,61,69,68,72,63,69,68,65,66,54,64,59,15,6,9,10
73,77,46,75,69,42,64.0,43,68,63,76,72,60,64,71,72,65,73,77,64,64,72,65,51,45,63,68,66,76,7,8,10,7
73,62,47,74,68,51,64.0,49,43,71,72,66,67,61,72,61,70,71,74,74,52,78,73,41,34,67,64,77,67,13,8,13,12
73,75,65,58,77,66,77.0,70,62,74,75,71,72,83,73,73,55,69,57,62,57,47,44,67,77,64,76,56,48,8,15,11,15
73,72,69,56,70,56,73.0,62,75,65,73,75,72,77,67,69,74,60,73,58,77,70,22,71,72,65,70,35,33,10,7,13,7
73,55,46,61,72,49,64.0,59,45,71,67,60,61,65,71,59,68,73,77,73,58,76,75,43,64,54,69,72,68,15,15,18,7
73,38,76,73,69,69,67.0,42,37,42,67,64,64,60,78,60,77,62,53,70,82,36,18,76,50,62,60,23,19,10,12,13,14
73,43,57,71,77,63,62.0,63,54,75,60,72,71,79,64,74,80,66,75,62,73,79,77,54,65,62,61,71,63,11,13,16,10
73,51,75,68,67,75,73.0,62,45,47,72,80,77,78,72,66,77,69,68,62,68,41,29,76,72,75,77,23,18,7,6,9,11
73,69,75,81,71,70,64.0,61,46,70,72,48,53,50,73,60,80,85,73,84,69,80,42,77,68,79,75,38,29,13,14,9,7
73,61,59,72,73,41,68.0,42,43,71,66,59,50,62,73,64,54,76,71,65,64,68,72,41,71,51,66,75,74,11,10,9,9
73,61,66,33,76,45,74.0,63,66,70,75,81,77,61,73,75,57,55,78,67,63,29,35,73,78,62,66,47,39,10,8,9,8
73,77,70,55,69,61,73.0,53,54,61,71,77,80,73,68,80,74,59,56,53,60,42,34,79,73,64,57,42,43,11,10,12,8
73,71,64,42,75,74,77.0,73,69,60,74,82,72,88,80,85,59,70,69,45,56,39,36,72,74,68,74,24,33,11,9,7,9
73,75,72,77,73,61,74.0,79,76,64,75,72,67,71,70,75,72,78,71,66,77,61,22,72,76,65,76,24,22,18,16,13,15
73,73,62,61,75,72,73.0,71,72,61,75,73,65,66,82,62,77,55,71,77,74,54,33,70,76,66,74,31,32,12,16,7,9
73,71,65,72,79,62,73.0,45,48,45,71,78,81,71,71,82,63,54,57,62,64,49,22,77,68,72,72,12,11,8,9,15,8
73,28,36,80,70,31,58.0,34,26,57,61,59,58,57,67,46,49,78,69,77,29,76,73,47,57,49,69,75,70,15,11,10,11
73,58,57,55,76,56,70.0,61,64,74,73,66,65,72,72,72,72,64,85,70,67,68,69,57,68,60,72,72,68,8,15,9,13
73,28,30,73,73,21,63.0,22,20,65,68,50,72,56,70,66,44,73,79,79,24,60,76,29,61,45,74,75,67,15,14,5,7
73,53,41,69,73,34,68.0,48,43,68,72,62,68,56,71,59,50,61,72,82,41,73,73,47,62,42,63,74,74,5,5,9,7
73,62,67,56,76,58,77.0,68,59,71,76,82,85,85,69,77,72,66,78,69,66,67,69,69,75,61,72,70,68,14,13,11,7
73,71,44,64,69,60,70.0,50,45,64,67,72,70,71,67,66,64,71,89,72,50,73,73,69,56,77,66,72,68,14,14,7,10
73,66,43,70,71,46,68.0,69,39,60,69,77,80,72,74,76,72,79,84,79,35,72,72,65,55,42,70,73,73,7,8,14,11
73,67,53,56,71,51,74.0,61,40,64,72,76,77,73,68,76,60,68,79,66,44,65,69,70,57,38,75,74,69,14,7,5,13
73,68,67,50,77,57,74.0,71,39,75,75,73,74,72,71,71,78,48,75,79,78,70,60,68,76,55,75,64,62,11,13,8,14
73,65,66,44,73,48,77.0,72,61,67,74,81,73,87,76,82,83,63,82,67,75,77,59,71,67,58,76,63,60,7,12,7,12
73,68,41,62,67,43,69.0,60,35,51,69,73,78,69,69,73,57,89,73,73,53,65,70,58,54,56,65,74,71,11,10,10,10
73,69,66,34,64,62,75.0,74,54,53,72,94,92,93,69,82,65,39,80,40,68,44,23,67,69,42,65,21,23,7,14,13,11
73,79,55,65,72,59,71.0,75,38,75,71,78,76,73,70,79,64,51,67,56,53,67,67,68,64,39,64,70,71,7,10,13,9
73,64,57,69,72,55,65.0,60,34,63,67,75,79,72,65,62,69,74,68,78,60,79,70,59,61,48,67,74,74,11,8,8,11
73,68,40,68,67,24,67.0,45,40,58,68,71,69,70,70,72,72,79,78,68,66,78,73,58,50,38,65,73,73,13,13,8,8
73,62,73,60,69,65,75.0,61,39,47,71,91,89,91,76,79,69,79,71,61,59,46,29,71,66,65,70,22,20,15,7,6,14
